comment,Language,sentiment
matgal lang dumating pero legit nman panalo thank u seller,Filipino,Negative
my daughter recieve not complete package its only shifter,English,Negative
the product i ordered is a semi metal bicycle brake pad beautiful job but unfortunately ordered the wrong size a bit missed had to press a new one,English,Negative
incomplete items clips not included thanks by the waybthe quick brown fox jumps over the lazy dog clips not included,English,Negative
the light color is nice cheap you ship enough goods abroad but it s not long,English,Negative
item okay shipping and delivery time very poor,English,Negative
submarine nga may karga nga mga bilyonaryo nga negosyante padayon pa nga ginapangita bomboradyoiloilo text by bombo rezzy bordon nagapadayon ang pagpangita sang united states kag canadian ships and planes sa submarine nga namissing sa coast sang southeastern canada samtang nagakarga sang mga turista nga nagexplore sang wreckage sang titanic suno sa coast guard may yara sang isa ka piloto kag apat ka mga pasahero nga karga ang vessel nga may capacity nga magsubmerge sa sulod sang 96 ka oras apang indi pa klaro kun yara pa ini sa idalom sang tubig ukon nagbutwa na apang wala lamang nagcommunicate suno kay coast guard rear admiral john mauger tuman ka ligwin sang lugar kag mabudlay ang pagpatigayon sang search and rescue operation nagpangayo naman sila sang bulig nagikan sa mga commercial vessels lakip sa mga sakay sa submarine ang british billionaire nga si hamish harding nga nagapadalagan sang action aviation isa ka dubaibased private jet dealership yara man ang pakistani businessman nag si shahzada dawood kag anak sini nga suleman si shahzada ang vicechairman sang pakistani conglomerate engro corporation nga isa ka dako nga fertiliser firm yara man si paulhenry nargeolet nga former french navy diver mangin ang chief executiver officer sang operator sang submarine nga si stockton rush ang nakaupod man,Mixed/Other,Negative
sysyysvyssisksjajajahahahuwjajajaj,Mixed/Other,Negative
oky na man sya pero mali na bile ko dahin malaki dapat yung m18,Filipino,Negative
items 2 have arrived home havent tested yet boss harap2 okay check the goods are okay you can buy again this item is worth a week until home bye bye bye bye,English,Negative
great product its just not making up for the delay in delivery the product to curitiba takes 15 days there more 15 days to my total address almost 40 days,English,Negative
maganda ang item kaso matagal ang delivery pero lang my pandemic kaso thank you shooppee,Filipino,Negative
mejo ntgalan sa dating pero ok lng ndi nmn minamadali ok nmn ung product sana tumagal para bibili p uli ako,Filipino,Negative
good quality thank you so much,English,Negative
goods quality pero sobraang tagal magdeliver,Filipino,Negative
items arrive late,English,Negative
ok ung item kaso kulang ng isang object isang screw na mag tutulak or mag adjust sa rd,Filipino,Negative
so both 2 cars have changed the saddle rb this saddle is not very good so buy a slightly more expensive one not too economical,English,Negative
get ready for the ultimate battle in farlight 84 in codashop be aggressive and eliminate all opponents in battle royale use your dito load to top up diamonds for farlight 84 via the dito app stop receiving updates by editing your dito app notification settings anytime,English,Negative
d agad na deliver eh pero goods ganda,Filipino,Negative
i was expecting that there were 2 bolts includedbut only 1 by the way it looks like will last longer,English,Negative
tgsvvhh,Mixed/Other,Negative
the saddle seems quiet but a bit short,English,Negative
quick dispatch for overseas enjoying the product comfort level definitely higher than my previous saddle saddle looks unused but the underside has scuff marks showing it must have been attached to a seat post at some point also the packaging was meagre not well protected which surprised me the item could easily get damaged in transit unfortunately can’t quite rate this one 5s because of those shortcomings if half stars were and option i’d give it a solid 45,English,Negative
ordered and cannot be put together with the original that is missing light and soft should be comfortable to sit ill try to order more than a week first so that we can get together for a while the staff sent the call first neat polite thank you very much,English,Negative
rcvd in good condition tough it does not fit for 42t cogs as advertised so i have to use goatlink but still good item,English,Negative
items look havent installed yet hope they work fine but delivery is quite slow,English,Negative
maganda sana kaso rong size ako malaki pala dapat m19 lang sayang hahhaha,Filipino,Negative
seller is veryaccommodating and very fast delivery legit seller thank you all items are in good condition,English,Negative
gosh i am not sure if you have any questions or concerns please visit the plugin settings to determine,English,Negative
items look havent installed yet hope they work fine but delivery is quite slow,English,Negative
di nya kaya yung 10speed 1142 na cogs sabi sa description kaya ang 42t na cogs sumasabit sa cogs yung rd,Filipino,Negative
lacking 2 knots lacking,English,Negative
matagal pero solid,Filipino,Negative
masyadong maiksi at maliit sukat ng saddle hnd rin firm pagkakagawa ng cover mejo matagal dumating,Filipino,Negative
loose,Mixed/Other,Negative
you said 1 pair its a bad experience,English,Negative
wala palng kasama na pang lock,Filipino,Negative
ssf,Mixed/Other,Negative
wrong item sent but still works,English,Negative
items arrived safely and beautifully and satisfied its just that the holder is hard to draw with the bottle i only use the original holder,English,Negative
wag na kau bibili sira ang item d gumagana,Filipino,Negative
maganda sna maluwag lang,Filipino,Negative
product quality san pham dung nhu mo ta,English,Negative
too tight,English,Negative
order took 13 days to deliver,English,Negative
“im the one thats got to die when its time for me to die so let me live my life the way i want totap on a clip to paste it in the text box,English,Negative
no back pedal issue smooth riding performance,English,Negative
the product is a bit hard to use,English,Negative
kkk my mother went out with my brothers and sisters to eat with my motherinlaw to exercise without,English,Negative
the product is delivered from abroad it took a long time but the product has been received see you​the picture is ok very good waiting to test it again,English,Negative
just good to welcome the whole family can also participate in the discovery vietnam festival from 2508 to 0409 with cool activities such as beer festivals japanese cultural exchanges fireworks flower lets go up the bet,English,Negative
dadean gong wok​pho yad yao yao yao yao yao yao yao yao yao yao yao yao yao yao suo zo k so k soo k soo k soo k k k k k,Mixed/Other,Negative
product exactly as described shipped from china not waiting for a long time,English,Negative
yes but the frame goes quickly where the squirrel will easily fall off so buy a new frame,English,Negative
005704060346872international dao trong truongnh vib 553kb pump rockbros bike 160 psi,Mixed/Other,Negative
about 12m contains 60 teeth more than 305cm long and bite force up to 57000 n the violent dinosaur is enough to kill any animal 30 months 12 2020,English,Negative
tagal dumating,Filipino,Negative
maganda pero matagal dumating,Filipino,Negative
kapoy rating uy,Filipino,Negative
goods reveived thanks seller take 14 days to delivers but condition good packing quality un known yet to test,English,Negative
the seat is not as comfortable as the seat according to the car,English,Negative
usage not used yet the quality of the cushion is very good too expensive there is a builtin gel maybe you have to wait a bit because it comes from abroad but not a waste of time definitely a bad feeling,English,Negative
tagal dumating pero worth,Filipino,Negative
items are in great shape as expected seller and for taking care of my orders you make my day well done this is for you all creatures gcourierreat and small all things wise and wonderful twas god that made them all each little flower that opens each little bird that sings he made their glowing colors and made their tiny wings all things bright and beautiful all creatures great and small all things wise and wonderful twas god that made them all thank you,English,Negative
true to the description good should buy a little smaller because too big will easily drop the water bottle when the water drains,English,Negative
performancew,English,Negative
even though we feel challenged to face another day always remember that the heavenly father wakes us up every morning because we still have a purpose to fulfill each day our mission is to bring comfort to ones heart bring his word to ones mind and bring strength to ones soul,English,Negative
legitt salamat shoppee hehe matagal ngalang ung deliver pero sulit tas may minimal scratch lang pro no problems,Mixed/Other,Negative
ok this water bottle set with a very die tread its hard to fall or fall off the die bottle holder if you use another bottle its easy to fall off and fall,English,Negative
ok ung item ang concern ko lang ang tagal bago pinaship ng seller hanap na lang kayo ng ibang seller wag na kayo dito bumili,Filipino,Negative
tahum tahum,Mixed/Other,Negative
usage not used yet the quality of the cushion is very good too expensive there is a builtin gel maybe you have to wait a bit because it comes from abroad but not a waste of time definitely a bad feeling,English,Negative
hindi q pa cya nabubuksan sana ok cya tama na 3 stars,Filipino,Negative
ayaw mag shift sayang lang pera nyo pag binili nyo,Filipino,Negative
usage missing but the scale on the bike holder shipping arrived ok well packed and safe,English,Negative
legit item but the shifter and rd are not compatible because the shifter have 21 pull ratio technology and it seems durable and my 46t cassette i think it can like the seller said but with a goatlink,English,Negative
poor performance delayed in shifting from low to high gearsometimes not shift if you will not trigger again the shifter even if cable adjusted for fine tuneits hard to perfectly tune the rd especially in 3x9 set up,English,Negative
temporarily,English,Negative
face not recognized by your local authorities or by the way and not recognized as a good example for your business to be successful in,English,Negative
walang box kaya napaisip ako baka fake to or oem copy etc next month na yung performance review,English,Negative
not yet tested will update in a few days for the quality of this brake pad it turns out that advancing equal opportunity and economic empowerment is both morally right and good economics because discrimination poverty and ignorance restrict growth while investments in education infrastructure and scientific and technological research increase it creating more good jobs and new wealth for all of us,English,Negative
always more in the gigalife app earn up to 5x more gigapoints when you buy promos in the app earn more points to redeem free promos,English,Negative
2nd order the 1st one got lost on trail haha,English,Negative
wish there was more bubble wrap for protection,English,Negative
qualitythin,English,Negative
may scratches and not packed well,Filipino,Negative
shittyy,English,Negative
dj,Mixed/Other,Negative
daming gasgas ang lalalim pa otherwise ok naman,Filipino,Negative
okay nmn kaso hindi nka pack nang maayos,Filipino,Negative
very good and kind seller issue small scratches but its ok,English,Negative
solid kaso may sharkteeth yung 11t,Filipino,Negative
wrong seatpost,English,Negative
meron naman space nung nilagay ko normal lang ba ito,Filipino,Negative
ganda sana item kaso 286 pala kailangan ko hnd 398,Filipino,Negative
lapa,Filipino,Negative
ok thats right so buying reviews is only for receiving coins,English,Negative
hdjdnsjuavsndidbsnakakshcixixkdkjdhdhsbsnsmmd,Mixed/Other,Negative
its ok medyo matagal dumating,Filipino,Negative
too much already,English,Negative
nsnsjdbbeiemwiwmensndjenssnjsnsnsmsnsmnsnsmsndndndndnndndndndndndndndjiemedi djdndnd in jdne inisms im msi im d mo dmdkdndndnsmsms,Mixed/Other,Negative
incomplete without clip,English,Negative
wla pinadala,Filipino,Negative
hi you have successfully subscribed to dito 99 you can now enjoy 10gb of high speed data plus unli allnet texts unli ditotodito calls and 300 mins of calls to other mobile networks valid for 30 days thank you,English,Negative
performance di pa na try,Filipino,Negative
performance not yet install,English,Negative
greg understood that this situation would make michael terribly uncomfortable michael simply had no idea what was about to come and even though greg could prevent it from happening he opted to let it happen it was quite ironic really it was something greg said he would never wish upon anyone,English,Negative
an empty street an empty house a hole inside my heart im all alone the rooms are getting smaller i wonder how i wonder why i wonder where they are the days we had the songs we sang together oh yeah and oh my love im holding on forever reaching for the love that seems so far,English,Negative
paling yung tread sa lever,Filipino,Negative
performance not yet used,English,Negative
poor packaging too many scratches,English,Negative
okay with products except the retainer spring clip cannot be pushed into the brake pads slot due to loose spring tension fast delivery,English,Negative
suitabilitydi siya pwede sa 1142 na cogs kasi di siya nakakaabot sa malalaking cogs mga 6 speed lng abot abot niya sa 1142 na cogs need dropout para maka abot,Mixed/Other,Negative
got the all black version to inform other buyers it was shorter than normal saddles its short nosed i was not able to compare the length so my bad the cushion was soft and seems comfortable to sit on overall the product is good quality for the price i will update when ive rode it,English,Negative
its verry hard to install to my mtb verry hard to tune the rd is not aligned properly the shifter is ok the rd is the problem,English,Negative
i am giving these ratings simply because i am comparing it with the stock saddle on my bike using this the difference is night and day bought it cheaper because of the vouchers,English,Negative
welcome to gboard clipboard any text you copy will be saved here use the edit icon to pin add or delete clipstap on a clip to paste it in the text box,English,Negative
wrong size,English,Negative
maganda po sana quality pero ang isa ay wala pong lock yung rd sana po ma aksyonan nyo to,Filipino,Negative
true to description true to description product quality ok delivery is quite fast the product is suitable for bicycles and plastic bottles but when holding water the pipe smells of plastic i dont know if there is a problem with sk,English,Negative
wp,Mixed/Other,Negative
havent try yet ill update here once i tested it,English,Negative
the product is quite solid but the finish is not high the welding and rough paint look messy,English,Negative
low bat need recharge,English,Negative
sprocket received wrong buy as stale x pki freehub its my own fault when i asked the seller x pela will sell to friends later cheap brg seems to have quality thank you,English,Negative
item has been received already complete as advertised unfortunately there is no user manual,English,Negative
usage good if you are interested arrange it for the price,English,Negative
received the goods it takes a long time to ship shipping from abroad that is the us the indonesian civil servant chinese this brand orders all the time all kinds of bicycle equipment works very well,English,Negative
o,Mixed/Other,Negative
usage its a pity that a very large nut is required to be able to tighten it is rare need to modify a lot delivered safely and completely safe,English,Negative
lugi sa cogs remover🤣 ibang brand,Filipino,Negative
order received as order not sure how good the stopping power is the only way to find out is to fix it on and try,English,Negative
the delivery is a little delayed but the item is as shown in the picture they are great they are in the middle of the joke,English,Negative
hindi po straight yung align ng rd po tumabenge konti,Filipino,Negative
napakatagal n delivery,Filipino,Negative
sulit pero matgak dumating,Filipino,Negative
the product looks good the price is cheap shipping from abroad is not long,English,Negative
suitabilitynot yet installed,English,Negative
true to description true to description the goods can be seen i dont know how the time is i dont dare to drink and wash,English,Negative
difficult to reach 42teeth,English,Negative
ang tagal ng spx currier dumating unlike jnt express,Filipino,Negative
quality di pa natry,Mixed/Other,Negative
okay naman pero medjo maikli ung tela sa leeg banda,Filipino,Negative
the plastic water bottle frame is quite good but the water bottle printed with the fake logo is too bad the plastic bottle is not good for users so i rate it 3 stars,English,Negative
so ayun dumating nadin yung inorder kung galing sa shop nato matagal nga lang tpz nung ng chat ako sa seller hnde pa sumasagot pero okay na hahaha thank you nang marami pati dunsa rider god bless,Filipino,Negative
performance hindi pa na subukan,English,Negative
took too long to deliver the product is good,English,Negative
go lang nang go with super xclusive go99 and get free additional 1 day validity enjoy 16gb total data unli allnet texts for 8 days plus a free voucher get it exclusively via globeone,English,Negative
you look so beautiful guys nice bottle at a reasonable price give it 5 stars however the preparation of goods shipping is slow to ship up to 8 days shop should review this stage to help,English,Negative
jajajsbbsjsisksnsbjxmxxnbzjz,Mixed/Other,Negative
goods fast delivery definitely the right brand what husband wants be respected encouraged supported 2 three things my wife wants listen to be romantic protected 3 three more more time for each other add tolerance to each other more to pay attention to each other 4 three levels think negatively criticize suspicious 5 three things,English,Negative
okay sya matagal lang dumating,Filipino,Negative
waste of time and money,English,Negative
material and teflon plastic even the wheels put it in place and test to see if it works anything ill come back here,English,Negative
hindi kaya ang 40t na cogs,Filipino,Negative
wrong color has been delivered,English,Negative
medyo matagal pero oks nman yun item thanks,Mixed/Other,Negative
full face quite short for me,English,Negative
shifter is not working,English,Negative
it’s ixf bottom bracket its a scam in description they say its a meroca bottom bracket,English,Negative
seat design to tilt upward there is no way to adjust it too soft to proper good support,English,Negative
sayang 240 i ordered 4x pcs of pulley 1 lang dumating duda pa si seller,Filipino,Negative
and then i’ll be back to you get her stuff and i just as your friend is so can get her to me a little bit more time to do it for me and then you have the right thing and she has been in my room so i’ll see if she is in a hurry to be there so she is just saying she wants a friend for a little,English,Negative
product quality ok photos are for receiving purposes only received the goods installed but did not have time to take pictures solid stand the water bottle is also fine im soaking in warm water for 01 night to get rid of the plastic smell and then using it,English,Negative
wrong items,English,Negative
ang tagal dumating,Filipino,Negative
performance for observation,English,Negative
tagal lang dumating,Filipino,Negative
quality usjdu,Mixed/Other,Negative
solid hi in light of the recent volcanic activity from taal volcano may ilang paalala from your alagangglobe family 1 please stay indoors or seek shelter when outside in case of smog 2 be ready with a mask or handkerchief to use over your nose and mouth 3 please ensure that your mobile phones and power banks are fully charged para may magamit in case of emergency 4 follow the recommended safety protocols cooperate with your lgus evacuation advice and get updates from trusted news sources take care,English,Negative
hindi nga lang kaya sa pinaka malaki sayad na siya sa crogs,Filipino,Negative
The bike chain broke after just one week of use.,English,Negative
The pedals feel cheap and started squeaking within days.,English,Negative
"The brake pads wore out way too quickly, not durable at all.",English,Negative
"The bike seat is extremely uncomfortable, even on short rides.",English,Negative
The handlebar grips fell apart after just a few rides.,English,Negative
"These tires puncture so easily, they're completely unreliable.",English,Negative
The water bottle holder is flimsy and doesn't hold the bottle securely.,English,Negative
"The suspension on this bike is terrible, it makes for a very rough ride.",English,Negative
"The bike light stopped working after a few uses, it's useless.",English,Negative
"The gear shifter is not smooth at all, very frustrating to use.",English,Negative
The frame paint chipped off within the first month.,English,Negative
"The saddlebag tore after only a few uses, terrible quality.",English,Negative
"The helmet strap broke after minimal use, not safe.",English,Negative
The bike pump doesn't fit properly and barely works.,English,Negative
The kickstand is unstable and the bike keeps falling over.,English,Negative
"The tires are constantly going flat, it's such a hassle.",English,Negative
"The rear rack can't handle much weight, it bends easily.",English,Negative
The bell stopped ringing after a couple of days.,English,Negative
"The fenders don't keep the water off, they're practically useless.",English,Negative
The chainring is misaligned and causes constant chain slips.,English,Negative
The bike grips are uncomfortable and leave my hands sore.,English,Negative
The crankset is poorly designed and makes pedaling difficult.,English,Negative
"The derailleur is always out of alignment, shifting is a nightmare.",English,Negative
The front wheel wobbles after just a short time riding.,English,Negative
The rear reflector fell off during the first ride.,English,Negative
"The bike lock is too weak, doesn't provide any real security.",English,Negative
The bike pedals are too small and my feet keep slipping off.,English,Negative
The tire valve is faulty and causes air leaks.,English,Negative
The mudguards don't fit properly and make a lot of noise.,English,Negative
The bike basket fell apart after minimal use.,English,Negative
The brake lever feels cheap and uncomfortable to use.,English,Negative
The chain gets rusted too easily even after short exposure to water.,English,Negative
The handlebar tape wears out very quickly.,English,Negative
The seat post keeps slipping down during rides.,English,Negative
The bike rack scratches the car every time I use it.,English,Negative
The bottom bracket is noisy and hard to replace.,English,Negative
The reflector tape is barely visible at night.,English,Negative
"The bike horn is too quiet, it's practically useless.",English,Negative
The tire pump nozzle doesn't fit well and leaks air.,English,Negative
"The grip shift is too stiff, very hard to change gears.",English,Negative
The frame welds look weak and poorly done.,English,Negative
The inner tubes are too thin and prone to punctures.,English,Negative
The front suspension lockout doesn't work at all.,English,Negative
The saddle is far too stiff and painful for long rides.,English,Negative
The bike light mount broke the first time I installed it.,English,Negative
The pedals are slippery even with proper cycling shoes.,English,Negative
"The bike rack straps are too short, can't secure anything properly.",English,Negative
The cleats on the cycling shoes don't stay locked into the pedals.,English,Negative
The front brake cable snapped within the first month.,English,Negative
The tire levers are weak and bend easily when changing tires.,English,Negative
The bike stand is too short and barely supports the bike.,English,Negative
The bell is cheaply made and broke after just a few uses.,English,Negative
The brake calipers don't line up with the rim correctly.,English,Negative
The seat clamp is weak and doesn't hold the seat in place.,English,Negative
The wheel spokes loosen far too easily and need constant tightening.,English,Negative
"The water bottle cage doesn't hold bottles tightly, they fall out.",English,Negative
The derailleur hanger is bent and keeps affecting my gear changes.,English,Negative
The saddle rails creak every time I pedal.,English,Negative
"The bike pump is so slow, it takes forever to inflate a tire.",English,Negative
The reflector mount doesn't fit properly on my seat post.,English,Negative
The chainring teeth are too sharp and cut into my shoes.,English,Negative
The saddle bag zipper broke after a few uses.,English,Negative
"The shifters are too far from the handlebar, uncomfortable to reach.",English,Negative
The helmet visor fell off after the first ride.,English,Negative
The bike computer doesn't sync properly with the sensors.,English,Negative
"The rear shock absorber leaks oil, making it useless.",English,Negative
The handlebar extender is unstable and wobbles during rides.,English,Negative
"The chain falls off constantly, making rides frustrating.",English,Negative
The bike fenders are misaligned and rub against the tires.,English,Negative
The pedals feel loose and unsafe to use.,English,Negative
The seat cover tore within a few days of use.,English,Negative
The brake cables are too short and difficult to replace.,English,Negative
The spokes on the rear wheel keep breaking.,English,Negative
The brake pads make a loud screeching sound every time I stop.,English,Negative
The chainring bolts loosened after just a few rides.,English,Negative
The bike lock mechanism is too stiff and hard to open.,English,Negative
The bar tape is too thin and offers no comfort during long rides.,English,Negative
The handlebar bag doesn't sit properly and keeps slipping.,English,Negative
The rear light mount broke after just a few rides.,English,Negative
"The front derailleur doesn't shift smoothly, causing the chain to drop.",English,Negative
The gear cables keep stretching and need constant adjustments.,English,Negative
The cycling shoes are uncomfortable and cause blisters.,English,Negative
"The disc brake rotors warp too easily, leading to uneven braking.",English,Negative
The saddlebag straps are too short and don't secure properly.,English,Negative
The kickstand is too flimsy to support the weight of the bike.,English,Negative
The chain tensioner broke after only a few weeks.,English,Negative
The headset bearings are already grinding after a few rides.,English,Negative
The crank arms are too long and hit the ground when I turn.,English,Negative
The frame geometry is uncomfortable for long rides.,English,Negative
The chain guard doesn't protect the chain properly and always gets jammed.,English,Negative
The pannier rack is too narrow and doesn't hold standard bags.,English,Negative
The quick-release lever on the seat post is hard to operate.,English,Negative
The brake rotors overheat quickly and lose stopping power.,English,Negative
The inner tube valves are too short to fit my pump properly.,English,Negative
"The chainring size is too small, making pedaling inefficient.",English,Negative
The pedals make a creaking noise with every stroke.,English,Negative
The rear derailleur keeps bouncing around and hitting the frame.,English,Negative
The grips are too thin and cause hand fatigue on long rides.,English,Negative
The tire patch kit doesn't work well and leaks air after patching.,English,Negative
The bike frame is too heavy for its size and design.,English,Negative
The bottle cage bolts stripped out of the frame.,English,Negative
The derailleur hanger is weak and bent after a small crash.,English,Negative
"The front fork doesn't compress smoothly, feels rough.",English,Negative
The brake cables fray easily and are hard to thread through the housing.,English,Negative
The bike tires are not balanced and cause a bumpy ride.,English,Negative
The derailleur cage is too long and drags on the ground.,English,Negative
The brake fluid leaks and reduces the brake power.,English,Negative
The frame has poor finish quality with visible scratches.,English,Negative
The crankset makes a clicking noise every time I pedal.,English,Negative
"The chain skips under load, making the ride uncomfortable.",English,Negative
"The seatpost collar doesn't clamp tight enough, causing the seat to drop.",English,Negative
The wheels are out of true straight from the factory.,English,Negative
The bottom bracket bearings are noisy and need replacing often.,English,Negative
"The saddle feels like it's made of rock, it's that uncomfortable.",English,Negative
The chainring bolts keep coming loose during rides.,English,Negative
The fender stays are too short and don't fit my bike properly.,English,Negative
"The crankset arms feel too short, making pedaling awkward.",English,Negative
"The chain is too short, affecting shifting performance.",English,Negative
The gear shift indicator doesn't work properly.,English,Negative
The bike bell rusted after just a few weeks.,English,Negative
The front light battery doesn't last long enough for night rides.,English,Negative
The pedals feel unbalanced and affect my riding position.,English,Negative
The bike lock is too bulky and hard to carry around.,English,Negative
The frame welds are messy and look unprofessional.,English,Negative
The brake levers are too far from the handlebars for comfortable braking.,English,Negative
"The bike fenders keep rattling during rides, very annoying.",English,Negative
The saddle rails bent after just a few months of use.,English,Negative
"The handlebar stem is too short, making for an uncomfortable ride position.",English,Negative
The gear shifter feels sticky and doesn't click into place properly.,English,Negative
The front fork seals are leaking oil already.,English,Negative
The water bottle holder is mounted too low on the frame.,English,Negative
The rear shock is too soft and bottoms out on small bumps.,English,Negative
"The tire bead doesn't seat properly on the rim, causing a wobble.",English,Negative
The kickstand keeps folding up even when the bike is stationary.,English,Negative
"The handlebar tape gets slippery when wet, dangerous during rain.",English,Negative
The chain keeps slipping off the cassette under hard pedaling.,English,Negative
The brake rotors rub against the pads constantly.,English,Negative
The crank arms feel loose and wobbly.,English,Negative
The chainring teeth wear out too quickly.,English,Negative
The helmet padding is too thin and uncomfortable.,English,Negative
The rear hub makes a strange grinding noise.,English,Negative
The bike frame paint chips easily with minimal contact.,English,Negative
The bottom bracket creaks under heavy pedaling.,English,Negative
The bike basket doesn't hold anything securely.,English,Negative
The fenders rub against the tires and slow me down.,English,Negative
The derailleur pulley wheels don't spin freely.,English,Negative
The brake lever reach is too long for small hands.,English,Negative
The frame geometry is awkward and doesn't handle well.,English,Negative
The bike rack straps are too loose and don't hold anything tight.,English,Negative
The chain is noisy and requires constant lubrication.,English,Negative
The bike computer doesn't track my speed accurately.,English,Negative
The brake pads squeak loudly every time I stop.,English,Negative
The gear cables rub against the frame and cause damage.,English,Negative
The helmet is poorly ventilated and gets too hot.,English,Negative
The handlebar stem bolts stripped out after a few rides.,English,Negative
The tire pressure gauge is inaccurate and hard to read.,English,Negative
The seat post clamp is too weak and keeps slipping.,English,Negative
The crank arms are too long for my leg length.,English,Negative
The chainring bolts are poorly made and stripped easily.,English,Negative
The rear light is not bright enough to be seen at night.,English,Negative
The brake hoses are too long and get in the way.,English,Negative
The frame decals started peeling off within days.,English,Negative
The chainring is out of alignment and causes chain drops.,English,Negative
The handlebar grips are too thin and uncomfortable for long rides.,English,Negative
The derailleur spring is too weak and causes poor shifting.,English,Negative
The brake levers feel flimsy and cheap.,English,Negative
The bike tires don't provide enough grip on wet surfaces.,English,Negative
The front suspension fork has too much play.,English,Negative
The bike light is too dim for night riding.,English,Negative
The frame feels unbalanced and hard to maneuver.,English,Negative
The chain keeps getting stuck between the gears.,English,Negative
The rear fender doesn't cover the tire properly.,English,Negative
The bottom bracket bearings wore out too quickly.,English,Negative
The brake cables are too stiff and hard to operate.,English,Negative
The helmet strap is uncomfortable and cuts into my neck.,English,Negative
"The bike chain broke after a week, sayang ang pera.",Filipino,Negative
Ang mahal ng pedals pero squeaky agad after a few days.,Filipino,Negative
"The brake pads don't last, mabilis mag wear out.",Filipino,Negative
"This bike seat is super uncomfortable, lalo na sa long rides.",Filipino,Negative
Yung handlebar grips nag-crack after just a few rides.,Filipino,Negative
"These tires are cheap, madali lang magka-flat.",Filipino,Negative
"The water bottle holder keeps slipping, di secure yung bote.",Filipino,Negative
"Suspension is too stiff, sobrang bumpy ng ride.",Filipino,Negative
"Ang bilis masira ng ilaw, hindi tatagal for night rides.",Filipino,Negative
"The gear shifter is hard to use, sobrang frustrating.",Filipino,Negative
"Chipped agad yung paint ng frame, ang pangit tingnan.",Filipino,Negative
"The saddlebag ripped, ang dali lang nasira.",Filipino,Negative
"Yung helmet strap laging nagfa-fall off, sobrang hassle.",Filipino,Negative
"The pump doesn’t work properly, di makapag inflate ng maayos.",Filipino,Negative
"Unstable yung kickstand, laging natutumba yung bike.",Filipino,Negative
"Flat lagi ang tires, sobrang hassle.",Filipino,Negative
"Yung rear rack madali mag-bend, parang weak yung material.",Filipino,Negative
"Yung bell ang hina ng tunog, di marinig ng ibang tao.",Filipino,Negative
"The fenders don't do their job, basa pa rin ako.",Filipino,Negative
"Misaligned ang chainring, laging sumasabit ang chain.",Filipino,Negative
"Ang sakit sa kamay ng bike grips, walang comfort.",Filipino,Negative
"The crankset feels cheap, parang di durable.",Filipino,Negative
"Derailleur is always out of alignment, laging palpak ang shift.",Filipino,Negative
"Unstable ang front wheel, parang sasabog anytime.",Filipino,Negative
Yung rear reflector nawala agad during my first ride.,Filipino,Negative
"Ang weak ng bike lock, walang protection talaga.",Filipino,Negative
"Yung pedals sobrang liit, laging dumudulas paa ko.",Filipino,Negative
"The tire valve leaks air, sobrang hassle.",Filipino,Negative
"Ang ingay ng mudguards, parang may tumatama sa gulong.",Filipino,Negative
"The basket broke after a few uses, sayang.",Filipino,Negative
"Brake lever feels cheap, uncomfortable gamitin.",Filipino,Negative
Yung chain nag-rust agad kahit konting ulan lang.,Filipino,Negative
"The handlebar tape tore agad, low quality.",Filipino,Negative
"Seat post keeps slipping, parang defective yung clamp.",Filipino,Negative
"Sobrang scratchy ng bike rack, nadadamage ang kotse.",Filipino,Negative
"Bottom bracket is noisy, parang laging may friction.",Filipino,Negative
"The reflector tape barely works, sobrang useless.",Filipino,Negative
"The horn is too quiet, parang wala akong bell.",Filipino,Negative
"Di compatible yung tire pump sa valve ko, sobrang hassle.",Filipino,Negative
"Ang hirap gamitin ng gear shift, sobrang tigas.",Filipino,Negative
"The frame looks weak, parang madaling masira.",Filipino,Negative
"The inner tubes puncture easily, laging flat.",Filipino,Negative
"Lockout ng front suspension doesn’t work, laging matigas.",Filipino,Negative
"The saddle is like a rock, sobrang tigas.",Filipino,Negative
"Yung mount ng light sira agad, laging natatanggal.",Filipino,Negative
The pedals are slippery kahit naka cycling shoes.,Filipino,Negative
"Straps ng rack sobrang short, walang masakyan.",Filipino,Negative
"Yung cleats di naglo-lock in, sobrang frustrating.",Filipino,Negative
The brake cable snapped after just a month.,Filipino,Negative
"Yung tire levers parang weak, laging nababaluktot.",Filipino,Negative
"Bike stand is too short, parang unstable.",Filipino,Negative
"Yung bell nag-break after a few uses, parang laruan.",Filipino,Negative
"Calipers don’t line up with the rims, laging misaligned.",Filipino,Negative
"Ang weak ng seat clamp, laging bumababa ang saddle.",Filipino,Negative
"Spokes keep coming loose, di safe for long rides.",Filipino,Negative
"Ang loose ng water bottle cage, natatapon ang bote.",Filipino,Negative
"Derailleur hanger keeps bending, causing shifting issues.",Filipino,Negative
"Seat rails creak every time I pedal, sobrang annoying.",Filipino,Negative
"Pump is so slow, parang forever bago ma-inflate.",Filipino,Negative
"The reflector doesn’t fit, laging natatanggal.",Filipino,Negative
"Yung chainring nag-damage ng shoes ko, sobrang sharp.",Filipino,Negative
"Saddlebag zipper broke, sayang hindi tatagal.",Filipino,Negative
"Shifters ang hirap maabot, sobrang layo sa handlebars.",Filipino,Negative
"Helmet visor fell off, parang hindi sturdy.",Filipino,Negative
"Bike computer doesn’t sync, sobrang unreliable.",Filipino,Negative
Yung rear shock laging nagle-leak ng oil.,Filipino,Negative
